Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Spndng_2023,Avg_Spnd_Per_Clm_2023,Tot_Clms_2023
Mimvey,Estradiol/Norethindrone Acet,303395.68,142580.66,50.0986156,2846
Mimvey,Estradiol/Norethindrone Acet,303395.68,142580.66,50.0986156,2846
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron,707263.85,229068.36,274.9920288,833
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron,707263.85,229068.36,274.9920288,833
Minipress,Prazosin HCl,5157.19,4355.17,136.0990625,32
Minipress,Prazosin HCl,5157.19,4355.17,136.0990625,32
Minivelle,Estradiol,292608.07,1193798.63,272.6190066,4379
Minivelle,Estradiol,292608.07,1193798.63,272.6190066,4379
Minocin,Minocycline HCl,70458.8,218144.68,1547.12539,141
Minocin,Minocycline HCl,70458.8,218144.68,1547.12539,141
Minocycline ER,Minocycline HCl,168968.11,,,
Minocycline ER,Minocycline HCl,168968.11,,,
Minocycline HCl,Minocycline HCl,11370726.61,7894708.41,22.30616207,353925
Minocycline HCl,Minocycline HCl,2753764.73,4057967.99,23.00800575,176372
Minocycline HCl,Minocycline HCl,2259.13,,,
Minocycline HCl,Minocycline HCl,1386.87,,,
Minocycline HCl,Minocycline HCl,1917726.14,1711668.62,19.53848091,87605
Minocycline HCl,Minocycline HCl,2606.75,,,
Minocycline HCl,Minocycline HCl,23968.52,4366.12,17.60532258,248
Minocycline HCl,Minocycline HCl,1523442.07,23694.71,48.9560124,484
Minocycline HCl,Minocycline HCl,253.11,,,
Minocycline HCl,Minocycline HCl,177775.58,1478.95,44.81666667,33
Minocycline HCl,Minocycline HCl,262052.94,55295.52,20.96115239,2638
Minocycline HCl,Minocycline HCl,3312864.91,1254599.86,23.75911107,52805
Minocycline HCl,Minocycline HCl,197992.56,32831.41,36.84782267,891
Minocycline HCl,Minocycline HCl,1197493.16,748888.02,22.87868573,32733
Minocycline HCl ER,Minocycline HCl,519176.73,482440.87,265.3690154,1818
Minocycline HCl ER,Minocycline HCl,165122.56,10959.67,202.9568519,54
Minocycline HCl ER,Minocycline HCl,354054.17,471481.2,267.2795918,1764
Minolira ER,Minocycline HCl,11754.31,82597.5,630.5152672,131
Minolira ER,Minocycline HCl,11754.31,82597.5,630.5152672,131
Minoxidil,Minoxidil,868480.7,1410087.07,13.05829632,107984
Minoxidil,Minoxidil,353979.42,219110.13,11.33699643,19327
Minoxidil,Minoxidil,326378.57,926167.84,13.19872654,70171
Minoxidil,Minoxidil,99769.01,227803.85,12.48993092,18239
Minoxidil,Minoxidil,88353.7,37005.25,149.8188259,247
Miochol-E,Acetylcholine Chloride,36476.48,36820.64,375.7208163,98
Miochol-E,Acetylcholine Chloride,36476.48,36820.64,375.7208163,98
Miostat,Carbachol,77486.52,62381.52,248.5319522,251
Miostat,Carbachol,77486.52,62381.52,248.5319522,251
Miralax,Polyethylene Glycol 3350,7432.63,,,
Miralax,Polyethylene Glycol 3350,7432.63,,,
Mirapex ER,Pramipexole Di-HCl,55237.25,25089.36,760.2836364,33
Mirapex ER,Pramipexole Di-HCl,55237.25,25089.36,760.2836364,33
Mircera,Methoxy PEG-Epoetin Beta,122198571.3,154149263.6,516.8076909,298272
Mircera,Methoxy PEG-Epoetin Beta,122198571.3,154149263.6,516.8076909,298272
Mircette,Desog-E.Estradiol/E.Estradiol,49728.51,20547.79,98.78745192,208
Mircette,Desog-E.Estradiol/E.Estradiol,49728.51,20547.79,98.78745192,208
Mirena,Levonorgestrel,133662978.6,138541467.1,1080.25378,128249
Mirena,Levonorgestrel,133662978.6,138541467.1,1080.25378,128249
Mirtazapine,Mirtazapine,28521296.37,40364498.45,14.35330166,2812210
Mirtazapine,Mirtazapine,168973.8,,,
Mirtazapine,Mirtazapine,359906.61,1835.56,11.61746835,158
Mirtazapine,Mirtazapine,4400806.22,4781057.34,21.82991654,219014
Mirtazapine,Mirtazapine,10900.99,-0.213692507,,
Mirtazapine,Mirtazapine,4490308.48,7128988.88,13.59700038,524306
Mirtazapine,Mirtazapine,5653.76,67227.62,30.03915103,2238
Mirtazapine,Mirtazapine,165221.89,477184.85,348.8193348,1368
Mirtazapine,Mirtazapine,330209.45,219291.56,19.58834837,11195
Mirtazapine,Mirtazapine,365331.44,377942.96,243.8341677,1550
Mirtazapine,Mirtazapine,16727991.72,24039503.05,13.82889612,1738353
Mirtazapine,Mirtazapine,1512930.34,2979612.13,9.739427031,305933
Mirtazapine,Mirtazapine,162936.46,73322.84,118.8376661,617
Misoprostol,Misoprostol,2168389.03,3287713.92,18.98722478,173154
Misoprostol,Misoprostol,17459.8,2057.49,62.34818182,33
Misoprostol,Misoprostol,49896.49,184381.47,16.12995101,11431
Misoprostol,Misoprostol,118833.03,,,
Misoprostol,Misoprostol,848112.18,842754.17,13.64739879,61752
Misoprostol,Misoprostol,14456.05,-0.296669225,,
Misoprostol,Misoprostol,1199865.14,1090159.21,29.08875337,37477
Misoprostol,Misoprostol,53055.42,171854.16,184.7894194,930
Mitigare,Colchicine,4401631.4,1285953.79,245.4110286,5240
Mitigare,Colchicine,4401631.4,1285953.79,245.4110286,5240
Mitigo,Morphine Sulfate/PF,34641.66,143639.46,732.8543878,196
Mitigo,Morphine Sulfate/PF,34641.66,143639.46,732.8543878,196
Mitomycin,Mitomycin,1438952.23,561183.71,334.0379226,1680
Mitomycin,Mitomycin,61488.89,70067.82,400.3875429,175
Mitomycin,Mitomycin,205612.54,59789.48,273.0113242,219
Mitomycin,Mitomycin,39056.82,,,
Mitomycin,Mitomycin,31051.39,,,
Mitomycin,Mitomycin,50281.98,0.258937671,,
Mitomycin,Mitomycin,4068.05,,,
Mitomycin,Mitomycin,144957.63,29616.5,340.4195402,87
Mitomycin,Mitomycin,1026893.17,277110.61,369.4808133,750
Mitoxantrone HCl,Mitoxantrone HCl,11697.41,6661.97,133.2394,50
Mitoxantrone HCl,Mitoxantrone HCl,3458.34,0.051668787,,
Mitoxantrone HCl,Mitoxantrone HCl,8239.07,5594.92,151.2140541,37
Mobic,Meloxicam,39680.07,0,0,27
Mobic,Meloxicam,39680.07,0,0,27
Modafinil,Modafinil,5824949.04,5445945.1,40.68449476,133858
Modafinil,Modafinil,17171.12,,,
Modafinil,Modafinil,107667.01,486460.05,38.79885548,12538
Modafinil,Modafinil,107645.07,0.667139265,,
Modafinil,Modafinil,22968.95,-0.688511243,,
Modafinil,Modafinil,218284.54,33828.85,44.80642384,755
Modafinil,Modafinil,108427.57,,,
Modafinil,Modafinil,424689.86,611828.78,41.06784669,14898
Modafinil,Modafinil,1453819.63,1288414.95,40.83465232,31552
Modafinil,Modafinil,2716169.92,1237319.1,42.92222916,28827
Modafinil,Modafinil,773704.06,928221.1,42.12867517,22033
Modafinil,Modafinil,20864.98,-0.996287007,,
Moexipril HCl,Moexipril HCl,35751.09,19882.87,49.58321696,401
Moexipril HCl,Moexipril HCl,22832.14,3114.67,51.06016393,61
Moexipril HCl,Moexipril HCl,12918.95,16768.2,49.31823529,340
Molindone HCl,Molindone HCl,4904.63,174730.98,891.4845918,196
Molindone HCl,Molindone HCl,4904.63,174730.98,891.4845918,196
Mometasone Furoate*,Mometasone Furoate,18161435.69,14914362.41,22.81816353,653618
Mometasone Furoate*,Mometasone Furoate,2810.6,566.69,23.61208333,24
Mometasone Furoate*,Mometasone Furoate,547076.73,3390654.11,18.03875248,187965
Mometasone Furoate*,Mometasone Furoate,1360030.18,1749650.74,22.52353523,77681
Mometasone Furoate*,Mometasone Furoate,194827.37,0.096313082,,
Mometasone Furoate*,Mometasone Furoate,4392906.97,1239708.37,17.44962165,71045
Mometasone Furoate*,Mometasone Furoate,40548.59,268.63,20.66384615,13
Mometasone Furoate*,Mometasone Furoate,3371844.79,4248687.77,18.78221712,226208
Mometasone Furoate*,Mometasone Furoate,5870612.29,2733212.92,51.57589388,52994
Mometasone Furoate*,Mometasone Furoate,2575605.54,1376295.55,50.87780674,27051
Monjuvi,Tafasitamab-Cxix,156895.02,0.021340566,,
Monjuvi,Tafasitamab-Cxix,156895.02,-0.412010816,,
Mono-Linyah,Norgestimate-Ethinyl Estradiol,2778453.87,858871.42,13.16499977,65239
Mono-Linyah,Norgestimate-Ethinyl Estradiol,2778453.87,858871.42,13.16499977,65239
Monoferric,Ferric Derisomaltose,1264080.59,,,
Monoferric,Ferric Derisomaltose,1264080.59,,,
Monovisc,"Hyaluronate Sodium, Stabilized",213113.62,77042.92,1453.64,53
Monovisc,"Hyaluronate Sodium, Stabilized",213113.62,77042.92,1453.64,53
Montelukast Sodium,Montelukast Sodium,94697886.18,77583421.09,10.59947239,7319555
Montelukast Sodium,Montelukast Sodium,1207.97,,,
Montelukast Sodium,Montelukast Sodium,8831945.26,9664178.92,10.54762707,916242
Montelukast Sodium,Montelukast Sodium,8762691.8,6865808.42,10.72293332,640292
Montelukast Sodium,Montelukast Sodium,12025205.93,34966.64,35.6802449,980
Montelukast Sodium,Montelukast Sodium,325982.75,4835.84,5.31410989,910
Montelukast Sodium,Montelukast Sodium,468880.36,5968.88,26.06497817,229
Montelukast Sodium,Montelukast Sodium,8542022.27,4930823.69,11.10280809,444106
Montelukast Sodium,Montelukast Sodium,1132.9,,,
Montelukast Sodium,Montelukast Sodium,98514.27,1531.24,16.82681319,91
Montelukast Sodium,Montelukast Sodium,435070.58,0.236082192,,
Montelukast Sodium,Montelukast Sodium,143571.77,3737.2,88.98095238,42
Montelukast Sodium,Montelukast Sodium,20412.05,2177.37,7.748647687,281
Montelukast Sodium,Montelukast Sodium,20035.95,0.255127453,,
Montelukast Sodium,Montelukast Sodium,1039009.03,2399790.8,472.958376,5074
Montelukast Sodium,Montelukast Sodium,2907247.9,2832991.92,9.531440453,297226
Montelukast Sodium,Montelukast Sodium,381894.48,202276.61,10.34028269,19562
Montelukast Sodium,Montelukast Sodium,99175.63,1576.08,25.01714286,63
Montelukast Sodium,Montelukast Sodium,145149.17,27742.71,8.32864305,3331
Montelukast Sodium,Montelukast Sodium,460269.6,5012160.14,9.375901672,534579
Montelukast Sodium,Montelukast Sodium,20841837.14,26689712.39,9.649924304,2765795
Montelukast Sodium,Montelukast Sodium,1008849.06,1741619.77,9.456125671,184179
Montelukast Sodium,Montelukast Sodium,2909699.17,24071.52,9.552190476,2520
Montelukast Sodium,Montelukast Sodium,344326.38,15932.51,112.2007747,142
Montelukast Sodium,Montelukast Sodium,12915165.69,13723941.19,10.81377146,1269117
Montelukast Sodium,Montelukast Sodium,15194.56,739.92,21.14057143,35
Montelukast Sodium,Montelukast Sodium,7256549.59,1650695.25,42.20000128,39116
Montelukast Sodium,Montelukast Sodium,272691.7,115347.47,160.4276356,719
Montelukast Sodium,Montelukast Sodium,4426494.09,1572619.24,8.272067203,190112
Monurol,Fosfomycin Tromethamine,1452630.99,59926.8,179.9603604,333
Monurol,Fosfomycin Tromethamine,1452630.99,59926.8,179.9603604,333
Morphine Sulfate ER,Morphine Sulfate,15837166.57,8942174.41,26.83927188,333175
Morphine Sulfate ER,Morphine Sulfate,716917.44,740258.94,182.1503297,4064
Morphine Sulfate ER,Morphine Sulfate,7780023.03,3227263.83,22.20217553,145358
Morphine Sulfate ER,Morphine Sulfate,597316.46,1794630.34,23.50192297,76361
Morphine Sulfate ER,Morphine Sulfate,35499.72,,,
Morphine Sulfate ER,Morphine Sulfate,15154.84,,,
Morphine Sulfate ER,Morphine Sulfate,71289.51,92352.55,28.68091615,3220
Morphine Sulfate ER,Morphine Sulfate,5444018.83,2625514.41,26.47435173,99172
Morphine Sulfate ER,Morphine Sulfate,51790.82,165477.18,146.9601954,1126
Morphine Sulfate ER,Morphine Sulfate,29665.39,67803.54,356.8607368,190
Morphine Sulfate ER,Morphine Sulfate,1095490.53,219177.19,61.80969825,3546
Morphine Sulfate Injection,Morphine Sulfate,0,,,
Morphine Sulfate Injection,Morphine Sulfate,0,,,
Morphine Sulfate*,Morphine Sulfate,57046109.95,84862880.48,129.9224571,653181
Morphine Sulfate*,Morphine Sulfate,18212616.94,11910926.24,65.05716633,183084
Morphine Sulfate*,Morphine Sulfate,2248.32,,,
Morphine Sulfate*,Morphine Sulfate,97619.21,677017.49,23.5500727,28748
Morphine Sulfate*,Morphine Sulfate,69954.09,372656.67,401.5696875,928
Morphine Sulfate*,Morphine Sulfate,1718.67,,,
Morphine Sulfate*,Morphine Sulfate,1877571.83,759578.53,31.49164718,24120
Morphine Sulfate*,Morphine Sulfate,170703.41,18952.49,155.3482787,122
Morphine Sulfate*,Morphine Sulfate,601.68,12127.14,98.59463415,123
Morphine Sulfate*,Morphine Sulfate,215412,85200.04,3550.001667,24
Morphine Sulfate*,Morphine Sulfate,9448.24,8332.63,93.62505618,89
Morphine Sulfate*,Morphine Sulfate,107745.67,,,
Morphine Sulfate*,Morphine Sulfate,94325.55,330065.44,59.23643934,5572
Morphine Sulfate*,Morphine Sulfate,28731.78,49873.07,923.5753704,54
Morphine Sulfate*,Morphine Sulfate,23971034.51,49739314.72,179.0220765,277839
Morphine Sulfate*,Morphine Sulfate,960045.27,26147.94,111.7433333,234
Morphine Sulfate*,Morphine Sulfate,11335797.12,17509333.36,168.2117893,104091
Morphine Sulfate*,Morphine Sulfate,81108.84,1.422288644,,
Morphine Sulfate*,Morphine Sulfate,116256.59,,,
Morphine Sulfate*,Morphine Sulfate,3409.6,,,
Morphine Sulfate*,Morphine Sulfate,0,,,
Morphine Sulfate*,Morphine Sulfate/PF,603051.08,986199.21,642.8938788,1534
Morphine Sulfate*,Morphine Sulfate/PF,350.43,,,
Morphine Sulfate*,Morphine Sulfate/PF,542488.07,954095.05,667.6662351,1429
Morphine Sulfate*,Morphine Sulfate/PF,60563.01,29774.44,1984.962667,15
Motegrity,Prucalopride Succinate,1348972.11,20524373.94,551.9975779,37182
Motegrity,Prucalopride Succinate,1348972.11,20524373.94,551.9975779,37182
Motofen,Difenoxin HCl/Atropine Sulfate,101247.68,155486.52,805.6296373,193
Motofen,Difenoxin HCl/Atropine Sulfate,101247.68,155486.52,805.6296373,193
Mounjaro,Tirzepatide,33906298.81,,,
Mounjaro,Tirzepatide,33906298.81,,,
Movantik,Naloxegol Oxalate,18926219.29,22113424.72,387.7643389,57028
Movantik,Naloxegol Oxalate,2677929.77,,,
Movantik,Naloxegol Oxalate,1794098.57,0.022016868,,
Movantik,Naloxegol Oxalate,18926219.29,12656.55,372.2514706,34
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C,1487851.43,301805.89,127.3442574,2370
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C,1487851.43,301805.89,127.3442574,2370
Moxifloxacin,Moxifloxacin HCl,3447038.95,6112872.58,22.23250815,274952
Moxifloxacin,Moxifloxacin HCl,202042.33,,,
Moxifloxacin,Moxifloxacin HCl,1003224.16,158799.95,42.32408049,3752
Moxifloxacin,Moxifloxacin HCl,31571.01,,,
Moxifloxacin,Moxifloxacin HCl,37305.64,-0.172024241,,
Moxifloxacin,Moxifloxacin HCl,427831.58,427961.44,29.27833618,14617
Moxifloxacin,Moxifloxacin HCl,9075.09,,,
Moxifloxacin,Moxifloxacin HCl,937222.79,1491223.69,20.33052516,73349
Moxifloxacin,Moxifloxacin HCl,934210.73,1258210.34,21.51706439,58475
Moxifloxacin,Moxifloxacin HCl,135420.54,111096.12,28.34807859,3919
Moxifloxacin,Moxifloxacin HCl,9129.15,519.56,18.55571429,28
Moxifloxacin,Moxifloxacin-Sod.Chloride(Iso),55819.79,65892.77,331.1194472,199
Moxifloxacin,Moxifloxacin-Sod.Chloride(Iso),55819.79,65892.77,331.1194472,199
Moxifloxacin,"Moxifloxacin/Sod.Ace,Sul/Water",14720.99,14343.57,286.8714,50
Moxifloxacin,"Moxifloxacin/Sod.Ace,Sul/Water",14720.99,14343.57,286.8714,50
Moxifloxacin HCl,Moxifloxacin HCl,346508.81,731070.49,38.51185218,18983
Moxifloxacin HCl,Moxifloxacin HCl,30614.15,13663.32,24.7523913,552
Moxifloxacin HCl,Moxifloxacin HCl,8001.64,13386.51,27.1531643,493
Moxifloxacin HCl,Moxifloxacin HCl,63525.09,105498.76,25.05908789,4210
Moxifloxacin HCl,Moxifloxacin HCl,1348.03,261.78,16.36125,16
Moxifloxacin HCl,Moxifloxacin HCl,765.58,20250.71,302.249403,67
Moxifloxacin HCl,Moxifloxacin HCl,148563.8,251142.92,25.21262122,9961
Moxifloxacin HCl,Moxifloxacin HCl,11187.33,4786.82,28.15776471,170
Moxifloxacin HCl,Moxifloxacin HCl,82811.12,,,
Moxifloxacin HCl,Moxifloxacin HCl,82503.19,148430.77,42.43303888,3498
Mozobil,Plerixafor,4454406.55,4095419.68,6670.064625,614
Mozobil,Plerixafor,4454406.55,4095419.68,6670.064625,614
Ms Contin,Morphine Sulfate,189515.44,30326.69,645.2487234,47
Ms Contin,Morphine Sulfate,189515.44,30326.69,645.2487234,47
Mucinex,Guaifenesin,569142.09,554618.21,350.358945,1583
Mucinex,Guaifenesin,569142.09,554618.21,350.358945,1583
Mucus D,Guaifenesin/Pseudoephedrne HCl,297.58,,,
Mucus D,Guaifenesin/Pseudoephedrne HCl,297.58,,,
Mulpleta,Lusutrombopag,1056178.84,302385.64,8639.589714,35
Mulpleta,Lusutrombopag,1056178.84,302385.64,8639.589714,35
Multaq,Dronedarone HCl,8963886.15,12836690.83,901.8329935,14234
Multaq,Dronedarone HCl,8963886.15,12836690.83,901.8329935,14234
Multi-Mac,Prenatal 181/Iron Fum/Folate,104917.07,,,
Multi-Mac,Prenatal 181/Iron Fum/Folate,104917.07,,,
Multi-Vit-Flor,Pedi Multivit No.228/Fluoride,10127.95,,,
Multi-Vit-Flor,Pedi Multivit No.228/Fluoride,10127.95,,,
Multi-Vitamin Daily,Multivitamin,55.26,2990.6,7.552020202,396
Multi-Vitamin Daily,Multivitamin,55.26,2990.6,7.552020202,396
Multi-Vitamin W-Fluoride-Iron,Pedi Multivit 45/Fluoride/Iron,182936.84,91837.96,12.67954715,7243
Multi-Vitamin W-Fluoride-Iron,Pedi Multivit 45/Fluoride/Iron,182936.84,91837.96,12.67954715,7243
Multigen,Iron/C/B12/Calciu/Stomach Conc,5344.82,1462.2,43.00588235,34
Multigen,Iron/C/B12/Calciu/Stomach Conc,5344.82,1462.2,43.00588235,34
Multigen Folic,Iron Aspgly/C/B12/FA/Ca-Th/Suc,613.83,,,
Multigen Folic,Iron Aspgly/C/B12/FA/Ca-Th/Suc,613.83,,,
Multigen Plus,"Iron Fum,Ag/C/B12/Folic/Ca/Suc",4944.46,1194.01,29.12219512,41
Multigen Plus,"Iron Fum,Ag/C/B12/Folic/Ca/Suc",4944.46,1194.01,29.12219512,41
Multivitamin With Fluoride,Pedi Multivit No.16 W-Fluoride,400512.98,8965.67,7.087486166,1265
Multivitamin With Fluoride,Pedi Multivit No.16 W-Fluoride,400512.98,8965.67,7.087486166,1265
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,1790197.11,1798895.29,6.178479813,291155
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,1643562.43,982127.58,6.352084727,154615
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,146634.68,809752.44,5.966609488,135714
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,7015.27,,,
Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,1997625.79,1771996.5,13.11259315,135137
Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,669300.87,1330639.51,13.14237822,101248
Multivitamin With Fluoride,Pedi Multivit No.2 W-Fluoride,1328324.92,441356.99,13.02360619,33889
Multivitamin With Fluoride,Pedi Multivit No.219/Fluoride,293478,,,
Multivitamin With Fluoride,Pedi Multivit No.219/Fluoride,293478,,,
Multivitamin-Iron-Fluoride,Pedi Multivit 45/Fluoride/Iron,112714.41,48383.86,12.81352225,3776
Multivitamin-Iron-Fluoride,Pedi Multivit 45/Fluoride/Iron,112714.41,48383.86,12.81352225,3776
Multivitamins,Multivitamin,259420.79,3203.61,3.512730263,912
Multivitamins,Multivitamin,35.53,121.43,3.113589744,39
Multivitamins,Multivitamin,259385.26,3082.18,3.530561283,873
Multrys,Zinc/Copper/Manganese/Selenium,4619.88,,,
Multrys,Zinc/Copper/Manganese/Selenium,4619.88,,,
Mupirocin,Mupirocin,27501817.08,32274216.96,11.11993349,2902375
Mupirocin,Mupirocin,11472288.41,10401067.51,10.65734468,975953
Mupirocin,Mupirocin,4493652.04,4692581.15,11.37849205,412408
Mupirocin,Mupirocin,3334705.25,6355087.33,11.5258268,551378
Mupirocin,Mupirocin,165839.25,,,
Mupirocin,Mupirocin,69153.65,,,
Mupirocin,Mupirocin,90408.94,,,
Mupirocin,Mupirocin,8148208.14,8085249.99,10.81844309,747358
Mupirocin,Mupirocin,47266.36,41933.34,18.57923793,2257
Mupirocin,Mupirocin,5696.88,87708.16,456.8133333,192
Mupirocin,Mupirocin Calcium,13104684.79,2235908.28,80.37631318,27818
Mupirocin,Mupirocin Calcium,583259.59,-0.474428658,,
Mupirocin,Mupirocin Calcium,2749,,,
Mupirocin,Mupirocin Calcium,217098.7,,,
Mupirocin,Mupirocin Calcium,13104684.79,673898.15,82.99238301,8120
Mupirocin,Mupirocin Calcium,19636.87,,,
Mupirocin,Mupirocin Calcium,150056.76,,,
Mupirocin,Mupirocin Calcium,240471.9,,,
Muri-Lube Mineral Oil,"Mineral Oil, Light Sterile",155366.3,336765.89,2928.399044,115
Muri-Lube Mineral Oil,"Mineral Oil, Light Sterile",155366.3,336765.89,2928.399044,115
Mvasi,Bevacizumab-Awwb,3620164.61,51616799.58,1786.419311,28894
Mvasi,Bevacizumab-Awwb,3620164.61,51616799.58,1786.419311,28894
Mx-Sol,Compounding Vehicle Syrup No23,10975,1133.6,15.74444444,72
Mx-Sol,Compounding Vehicle Syrup No23,10975,1133.6,15.74444444,72
Mx-Sol Blend,Compounding Vehicle Susp No.19,264.68,401.02,11.13944444,36
Mx-Sol Blend,Compounding Vehicle Susp No.19,264.68,401.02,11.13944444,36
Mx-Sol Suspend,Compound Vehicle Susp SF No.20,2511.82,2619.64,31.94682927,82
Mx-Sol Suspend,Compound Vehicle Susp SF No.20,2511.82,2619.64,31.94682927,82
My Way,Levonorgestrel,1551067.2,509333.91,16.50519816,30859
My Way,Levonorgestrel,1551067.2,509333.91,16.50519816,30859
Myalept,Metreleptin,28058216.79,44847961.69,103574.9693,433
Myalept,Metreleptin,28058216.79,44847961.69,103574.9693,433
Myambutol,Ethambutol HCl,9076.31,9911.37,86.18582609,115
Myambutol,Ethambutol HCl,9076.31,9911.37,86.18582609,115
Mycamine,Micafungin Sodium,6113918.65,303128.69,238.6840079,1270
Mycamine,Micafungin Sodium,469281.7,3831.9,255.46,15
Mycamine,Micafungin Sodium,5644636.95,299296.79,238.483498,1255
Mycapssa,Octreotide Acetate,86374.21,0.055261788,,
Mycapssa,Octreotide Acetate,86374.21,0.055261788,,
Mycobutin,Rifabutin,12535.97,173499.65,596.2187285,291
Mycobutin,Rifabutin,12535.97,173499.65,596.2187285,291
Mycophenolate Mofetil,Mycophenolate Mofetil,35653483.29,26660808.18,76.62362782,347945
Mycophenolate Mofetil,Mycophenolate Mofetil,3119941.03,4566525.9,527.1907065,8662
Mycophenolate Mofetil,Mycophenolate Mofetil,3002511.58,1557544.83,45.00013955,34612
Mycophenolate Mofetil,Mycophenolate Mofetil,1743834.81,5063748.31,51.17533588,98949
Mycophenolate Mofetil,Mycophenolate Mofetil,2044344.9,1648203.24,53.9916546,30527
Mycophenolate Mofetil,Mycophenolate Mofetil,4137672.03,799427.29,49.94859669,16005
Mycophenolate Mofetil,Mycophenolate Mofetil,451067.56,,,
Mycophenolate Mofetil,Mycophenolate Mofetil,139092.43,84586.39,174.4049278,485
Mycophenolate Mofetil,Mycophenolate Mofetil,92416.57,20529.73,75.20047619,273
Mycophenolate Mofetil,Mycophenolate Mofetil,35293.08,,,
Mycophenolate Mofetil,Mycophenolate Mofetil,1637.77,173373.77,43.46296566,3989
Mycophenolate Mofetil,Mycophenolate Mofetil,182934.63,,,
Mycophenolate Mofetil,Mycophenolate Mofetil,497995.13,,,
Mycophenolate Mofetil,Mycophenolate Mofetil,16156858.91,5834728.13,108.4804248,53786
Mycophenolate Mofetil,Mycophenolate Mofetil,832487.09,,,
Mycophenolate Mofetil,Mycophenolate Mofetil,6838.45,141637.95,307.908587,460
Mycophenolate Mofetil,Mycophenolate Mofetil,5208334.81,3847547.4,44.77536832,85930
Mycophenolate Mofetil,Mycophenolate Mofetil HCl,9751.58,,,
Mycophenolate Mofetil,Mycophenolate Mofetil HCl,9751.58,,,
Mycophenolate Mofetil,Mycophenolate Mofetil HCl,76788.46,,,
Mycophenolic Acid,Mycophenolate Sodium,28540345.99,12775450.29,115.4248233,110682
Mycophenolic Acid,Mycophenolate Sodium,28668.46,,,
Mycophenolic Acid,Mycophenolate Sodium,43400.05,,,
Mycophenolic Acid,Mycophenolate Sodium,3099526.52,97393.07,128.1487763,760
Mycophenolic Acid,Mycophenolate Sodium,18539.76,3827.14,75.04196078,51
Mycophenolic Acid,Mycophenolate Sodium,1895.16,27281.06,173.7647134,157
Mycophenolic Acid,Mycophenolate Sodium,345978.88,-0.333223466,,
Mycophenolic Acid,Mycophenolate Sodium,23652.21,,,
Mycophenolic Acid,Mycophenolate Sodium,10797.37,,,
Mycophenolic Acid,Mycophenolate Sodium,29323.03,,,
Mycophenolic Acid,Mycophenolate Sodium,12983281.42,746010.63,127.9826094,5829
Mycophenolic Acid,Mycophenolate Sodium,6658.53,1747.36,9.653922652,181
Mycophenolic Acid,Mycophenolate Sodium,12430444.6,7000523.66,111.2076832,62950
Mydayis,Dextroamphetamine/Amphetamine,9268884.14,14815098.96,325.9504303,45452
Mydayis,Dextroamphetamine/Amphetamine,9268884.14,14815098.96,325.9504303,45452
Myfembree,Relugolix/Estradiol/Norethindr,243359.59,,,
Myfembree,Relugolix/Estradiol/Norethindr,243359.59,,,
Myfortic,Mycophenolate Sodium,5529514.18,2589721.26,803.0143442,3225
Myfortic,Mycophenolate Sodium,5529514.18,2589721.26,803.0143442,3225
Myleran,Busulfan,86743.67,,,
Myleran,Busulfan,86743.67,,,
Mylotarg,Gemtuzumab Ozogamicin,255869.62,156666.65,7833.3325,20
Mylotarg,Gemtuzumab Ozogamicin,255869.62,156666.65,7833.3325,20
Myobloc,Rimabotulinumtoxinb,1223196.51,1044725.48,869.1559734,1202
Myobloc,Rimabotulinumtoxinb,1223196.51,1044725.48,869.1559734,1202
Myorisan,Isotretinoin,16128453.91,1541425.34,165.6555981,9305
Myorisan,Isotretinoin,16128453.91,1541425.34,165.6555981,9305
Myrbetriq,Mirabegron,39991214.46,117118496.7,519.5798619,225410
Myrbetriq,Mirabegron,39991214.46,117118496.7,519.5798619,225410
Mysoline,Primidone,2044898.86,1593029.71,4317.153686,369
Mysoline,Primidone,2044898.86,1593029.71,4317.153686,369
Mytesi,Crofelemer,823850.11,1097446.11,2505.584726,438
Mytesi,Crofelemer,823850.11,1097446.11,2505.584726,438
Myxredlin,Insulin Regular In 0.9 % NaCl,5218.06,469734.51,202.5590815,2319
Myxredlin,Insulin Regular In 0.9 % NaCl,5218.06,469734.51,202.5590815,2319
NP Thyroid,"Thyroid,Pork",2261351.91,5123785.64,43.65349771,117374
NP Thyroid,"Thyroid,Pork",2261351.91,5123785.64,43.65349771,117374
NPlate,Romiplostim,46704810.5,60695910.73,2524.053343,24047
NPlate,Romiplostim,46704810.5,60695910.73,2524.053343,24047
Nabi-Hb,Hepatitis B Immune Globulin,48201.75,,,
Nabi-Hb,Hepatitis B Immune Globulin,48201.75,,,
Nabumetone,Nabumetone,2907799.4,4185668.82,12.96394468,322870
